Crime Type,Area,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Assault,Ashok Vihar,2023-04-30,11:39:23,Low,Direction degree artist phone less always.,51,Ashok Vihar PS,Cloudy,Afternoon,Citizen
Theft,Dwarka,2024-07-11,21:36:47,High,Toward list admit office choose people day prevent seat brother.,44,Dwarka PS,Rainy,Morning,Citizen
Harassment,Mayur Vihar,2025-01-14,01:24:59,Medium,Two person every spring moment four marriage whatever resource.,44,Mayur Vihar PS,Foggy,Evening,Citizen
Burglary,Rajouri Garden,2023-06-05,08:35:07,High,Prove sport unit thank your TV big real.,40,Rajouri Garden PS,Rainy,Afternoon,Citizen
Burglary,Janakpuri,2024-05-10,00:19:23,Low,Road fact large generation power reduce pick film.,18,Janakpuri PS,Rainy,Afternoon,Police
Assault,Laxmi Nagar,2024-02-19,11:28:20,Low,Wife black fall cell sell month kitchen bring popular some.,27,Laxmi Nagar PS,Clear,Afternoon,Citizen
Kidnapping,Dwarka,2024-05-14,08:54:42,Medium,Hit politics product much several write.,52,Dwarka PS,Cloudy,Night,Police
Burglary,Okhla,2023-02-24,20:27:33,Medium,Hear measure wrong air participant analysis.,55,Okhla PS,Rainy,Night,CCTV
Assault,Paharganj,2023-11-04,11:52:40,High,Guy good foot particularly physical series per whole another.,58,Paharganj PS,Clear,Night,Police
Burglary,Sarojini Nagar,2024-06-26,11:58:36,Low,Range born western fire ahead.,12,Sarojini Nagar PS,Cloudy,Evening,CCTV
Assault,Pitampura,2023-06-17,13:48:57,Medium,Lawyer democratic meeting wrong my reveal big pass land hold.,22,Pitampura PS,Foggy,Morning,Police
Harassment,Vasant Kunj,2024-06-24,01:24:06,Low,Door around across word white.,55,Vasant Kunj PS,Rainy,Morning,Citizen
Burglary,Laxmi Nagar,2023-10-14,11:30:35,Low,Leader charge one particular he wish raise.,22,Laxmi Nagar PS,Rainy,Afternoon,Citizen
Kidnapping,Paharganj,2023-07-11,08:47:20,High,Concern effect present enjoy under.,31,Paharganj PS,Rainy,Evening,Citizen
Theft,Lajpat Nagar,2023-07-01,19:59:13,Medium,Position where morning particular special trouble food camera member practice.,53,Lajpat Nagar PS,Rainy,Night,Citizen
Stalking,Ashok Vihar,2024-11-04,13:54:43,Medium,Action information effort notice culture over.,67,Ashok Vihar PS,Clear,Morning,Police
Theft,Rohini,2024-10-31,19:38:33,Medium,Race seat trip much hope series south open order own.,37,Rohini PS,Foggy,Morning,CCTV
Theft,Connaught Place,2023-08-19,16:41:49,Low,Traditional loss drug film avoid continue however notice eye suffer.,16,Connaught Place PS,Foggy,Evening,Citizen
Stalking,Paharganj,2024-06-10,03:31:11,High,Imagine according scientist short save another lot position week your.,66,Paharganj PS,Cloudy,Afternoon,Citizen
Assault,Okhla,2024-04-08,01:34:27,High,Energy teacher color fact require impact hand star.,28,Okhla PS,Clear,Night,Police
Stalking,Chandni Chowk,2023-02-13,03:30:23,Low,Like stand lay major ahead follow type.,61,Chandni Chowk PS,Rainy,Night,Citizen
Burglary,Connaught Place,2023-07-31,14:42:59,High,Can toward realize major sign door.,25,Connaught Place PS,Cloudy,Evening,CCTV
Harassment,Hauz Khas,2023-03-20,01:19:20,Medium,Author my nothing occur middle summer ever agreement structure individual.,58,Hauz Khas PS,Foggy,Afternoon,Police
Harassment,Paharganj,2023-04-05,17:04:50,Low,Base main parent central article join for someone although eye contain.,12,Paharganj PS,Cloudy,Morning,Citizen
Theft,Saket,2024-04-15,05:29:24,Medium,Security option whole bag treatment win movie author.,68,Saket PS,Clear,Evening,CCTV
Stalking,Janakpuri,2023-04-01,03:09:29,Medium,Town old go ball building me third church party.,62,Janakpuri PS,Rainy,Evening,Citizen
Harassment,Dwarka,2023-06-16,05:40:23,Low,Thank animal level eye agent.,67,Dwarka PS,Cloudy,Morning,Citizen
Burglary,Lajpat Nagar,2024-09-19,21:44:20,Low,Officer sell spring answer star investment thousand the across.,25,Lajpat Nagar PS,Cloudy,Morning,CCTV
Kidnapping,Pitampura,2023-11-22,05:47:16,High,Small try however figure ball.,29,Pitampura PS,Clear,Night,Citizen
Harassment,Janakpuri,2023-03-12,18:10:06,Low,Hair hair official example dinner husband believe know shoulder let.,48,Janakpuri PS,Cloudy,Night,Citizen
Stalking,Khan Market,2023-08-23,09:50:19,High,Development he standard hard professional admit thus worry room popular.,46,Khan Market PS,Clear,Afternoon,CCTV
Harassment,Pitampura,2023-12-19,03:20:26,Low,Worker every tell there war ability.,67,Pitampura PS,Clear,Evening,CCTV
Harassment,Rajouri Garden,2023-02-25,12:51:30,Medium,Instead player could establish story carry must star.,51,Rajouri Garden PS,Foggy,Morning,Citizen
Harassment,Connaught Place,2023-02-28,22:47:05,Low,Population eye alone win record learn forward when message its live.,50,Connaught Place PS,Foggy,Night,Police
Stalking,Karol Bagh,2023-03-17,15:41:01,Low,Assume example minute test term maintain.,15,Karol Bagh PS,Foggy,Night,Police
Burglary,Laxmi Nagar,2024-01-02,13:50:13,Medium,Type put east against save.,42,Laxmi Nagar PS,Foggy,Afternoon,Police
Burglary,Okhla,2023-12-17,00:56:07,Medium,Board eight standard exist leg country involve shake of.,24,Okhla PS,Foggy,Afternoon,CCTV
Assault,Khan Market,2025-01-29,09:14:06,Medium,But design quite pay share once.,67,Khan Market PS,Rainy,Evening,CCTV
Theft,Greater Kailash,2024-07-20,03:41:22,Low,Current dream light follow through drive something hair everyone place.,49,Greater Kailash PS,Rainy,Night,CCTV
Theft,Greater Kailash,2023-12-21,08:37:26,High,Believe various see cell.,43,Greater Kailash PS,Clear,Night,CCTV
Assault,Mayur Vihar,2024-02-14,07:17:36,High,Out act education shake song imagine than phone.,52,Mayur Vihar PS,Clear,Afternoon,Police
Theft,Sarojini Nagar,2024-10-31,11:03:08,High,Seem audience left measure often interview.,12,Sarojini Nagar PS,Clear,Night,Citizen
Harassment,Rohini,2023-02-21,12:16:44,High,Reflect speech serve business cut partner.,33,Rohini PS,Rainy,Night,CCTV
Theft,Saket,2023-07-09,13:50:18,Low,Situation prevent require purpose close listen drop maybe save democratic.,51,Saket PS,Cloudy,Afternoon,CCTV
Assault,Laxmi Nagar,2024-09-23,22:12:17,High,Bank trip across top ahead us reveal step describe.,35,Laxmi Nagar PS,Rainy,Night,CCTV
Harassment,Rajouri Garden,2024-06-21,21:43:41,High,Sport series certainly represent it between none tell enough.,42,Rajouri Garden PS,Foggy,Evening,Police
Theft,Hauz Khas,2023-12-12,00:42:26,Low,Tonight strategy always total anyone wife item central student news.,46,Hauz Khas PS,Cloudy,Evening,CCTV
Harassment,Ashok Vihar,2023-04-10,06:30:26,High,Up than particular stay produce.,25,Ashok Vihar PS,Cloudy,Night,CCTV
Assault,Janakpuri,2024-03-13,11:43:53,High,Most nice treatment represent design decision.,57,Janakpuri PS,Rainy,Morning,CCTV
Harassment,Saket,2024-08-02,04:56:10,Low,Recognize gun area respond watch decision tend per amount guy.,38,Saket PS,Rainy,Morning,CCTV
Kidnapping,Janakpuri,2024-10-14,08:10:17,High,Find painting amount movement somebody official.,69,Janakpuri PS,Clear,Afternoon,Citizen
Stalking,Hauz Khas,2024-05-17,01:47:20,High,Here development ahead official land material case.,37,Hauz Khas PS,Clear,Evening,Citizen
Kidnapping,Karol Bagh,2023-03-26,14:36:19,Medium,Between debate issue campaign several physical since.,58,Karol Bagh PS,Rainy,Evening,Police
Kidnapping,Janakpuri,2024-05-21,23:07:20,Low,When nice environment security it share our me.,51,Janakpuri PS,Rainy,Evening,Police
Kidnapping,Okhla,2024-03-24,09:53:55,High,Strong forward woman chance former.,68,Okhla PS,Clear,Night,CCTV
Kidnapping,Vasant Kunj,2023-06-06,13:47:39,Low,Machine piece bit although structure article reduce together.,33,Vasant Kunj PS,Cloudy,Afternoon,Police
Assault,Ashok Vihar,2023-12-26,14:53:46,Low,Particularly short television environment sign early series level inside particularly.,69,Ashok Vihar PS,Rainy,Morning,Police
Assault,Mayur Vihar,2024-04-13,08:59:29,Medium,Evidence explain many young common against land industry.,22,Mayur Vihar PS,Clear,Evening,Citizen
Kidnapping,Ashok Vihar,2024-12-31,17:21:13,Low,Edge avoid political source firm before.,29,Ashok Vihar PS,Foggy,Afternoon,CCTV
Stalking,Rohini,2023-09-07,16:21:47,Low,Front whether word administration sit Republican drug scientist either.,50,Rohini PS,Cloudy,Morning,Citizen
Kidnapping,Mayur Vihar,2024-03-09,05:28:18,Medium,Safe give evidence today power.,33,Mayur Vihar PS,Rainy,Night,Police
Assault,Khan Market,2024-08-04,03:40:59,Medium,Hold us throw door factor right.,56,Khan Market PS,Clear,Morning,CCTV
Stalking,Hauz Khas,2023-12-11,23:25:58,Medium,Building six anyone no.,17,Hauz Khas PS,Clear,Afternoon,Citizen
Burglary,Janakpuri,2023-09-24,10:34:38,Low,System group line up network high smile out far catch.,40,Janakpuri PS,Rainy,Evening,CCTV
Kidnapping,Saket,2023-11-01,12:46:15,High,Whether available political computer current democratic sing information benefit.,43,Saket PS,Clear,Morning,CCTV
Harassment,Dwarka,2023-03-03,00:12:19,Low,Church group present be star again.,25,Dwarka PS,Rainy,Night,Citizen
Burglary,Pitampura,2024-03-18,23:04:26,Medium,Good grow far political avoid kitchen artist skin rock.,36,Pitampura PS,Cloudy,Afternoon,CCTV
Theft,Paharganj,2024-03-24,19:19:13,Medium,Factor rise better edge certain.,48,Paharganj PS,Cloudy,Night,CCTV
Kidnapping,Connaught Place,2023-06-20,01:14:35,Medium,Lawyer customer and give group entire sing century number star.,42,Connaught Place PS,Clear,Night,CCTV
Kidnapping,Mayur Vihar,2023-10-03,05:17:13,Low,Front war law something toward those.,48,Mayur Vihar PS,Cloudy,Afternoon,CCTV
Burglary,Rohini,2023-09-30,03:56:52,Medium,Animal way left participant kind none from determine instead.,30,Rohini PS,Rainy,Afternoon,Police
Theft,Paharganj,2024-06-03,06:03:46,Medium,Even tough expect religious person picture present get civil.,36,Paharganj PS,Cloudy,Night,Police
Stalking,Saket,2024-12-30,17:21:39,High,Company in wall hour quite cup need perform.,43,Saket PS,Foggy,Afternoon,CCTV
Theft,Ashok Vihar,2024-09-11,00:20:15,Medium,Give important usually floor feeling.,15,Ashok Vihar PS,Cloudy,Evening,Citizen
Stalking,Laxmi Nagar,2024-02-26,21:13:16,Low,And pressure never heavy each mother.,38,Laxmi Nagar PS,Clear,Night,CCTV
Assault,Hauz Khas,2023-07-16,17:40:12,Medium,Often clear what country visit whose environmental generation million economy.,64,Hauz Khas PS,Cloudy,Evening,Police
Harassment,Pitampura,2023-11-01,08:52:37,Medium,Professional take small know admit.,66,Pitampura PS,Rainy,Morning,Citizen
Burglary,Saket,2023-03-20,00:16:49,Medium,Discussion agent green attorney interview huge single all practice attack.,25,Saket PS,Foggy,Afternoon,Police
Stalking,Dwarka,2023-10-11,19:14:07,Low,Draw show animal effect leader add design behavior.,19,Dwarka PS,Cloudy,Morning,Citizen
Kidnapping,Dwarka,2023-07-23,21:08:38,Medium,Theory class data threat special left more parent much.,34,Dwarka PS,Rainy,Afternoon,Police
Assault,Laxmi Nagar,2024-07-15,16:49:04,Medium,Professional free likely consider build almost.,62,Laxmi Nagar PS,Cloudy,Morning,Police
Burglary,Okhla,2023-08-29,00:51:19,Low,Side seat actually up home everyone.,39,Okhla PS,Rainy,Afternoon,CCTV
Theft,Paharganj,2024-09-09,08:53:50,Medium,Likely four teacher network exist free oil fish raise.,68,Paharganj PS,Foggy,Night,CCTV
Stalking,Vasant Kunj,2023-12-21,01:35:08,Medium,Around Mr build our might behavior attack effect or happen.,70,Vasant Kunj PS,Foggy,Morning,Police
Kidnapping,Khan Market,2024-02-28,22:38:07,Medium,Single look actually structure tonight mouth then research by single.,25,Khan Market PS,Cloudy,Night,Citizen
Burglary,Rohini,2023-02-14,15:57:17,Medium,Health film attorney stay break cold.,14,Rohini PS,Cloudy,Night,Police
Burglary,Saket,2023-10-27,17:07:14,Medium,Write range next common later arrive each place.,57,Saket PS,Cloudy,Afternoon,Citizen
Assault,Karol Bagh,2023-12-28,22:14:52,Low,News well election know coach who physical next through keep.,65,Karol Bagh PS,Cloudy,Morning,Police
Burglary,Okhla,2024-08-25,23:31:25,High,Show data quite early around eight writer.,53,Okhla PS,Foggy,Night,Police
Assault,Khan Market,2024-04-04,12:48:20,Low,Rise threat box sit cup employee understand need entire often.,67,Khan Market PS,Rainy,Night,CCTV
Theft,Vasant Kunj,2024-01-22,05:26:24,Low,Time friend evidence exactly skill describe.,43,Vasant Kunj PS,Cloudy,Morning,Citizen
Kidnapping,Dwarka,2024-02-20,22:54:38,Medium,Decision mean different long hand.,18,Dwarka PS,Rainy,Evening,CCTV
Kidnapping,Pitampura,2023-02-17,19:18:55,Medium,However without authority able position eight loss.,28,Pitampura PS,Clear,Night,Police
Kidnapping,Hauz Khas,2025-01-13,02:25:35,Medium,Walk organization society most experience sure quality when at.,53,Hauz Khas PS,Cloudy,Evening,CCTV
Stalking,Lajpat Nagar,2024-06-02,11:38:19,Low,Resource various specific bit part create material fall.,33,Lajpat Nagar PS,Clear,Night,Citizen
Stalking,Janakpuri,2025-01-08,06:23:39,Medium,That around until would however.,69,Janakpuri PS,Clear,Evening,Citizen
Harassment,Greater Kailash,2024-06-11,23:43:57,Medium,Force source either natural key.,19,Greater Kailash PS,Rainy,Evening,Police
Harassment,Rohini,2024-10-28,14:23:37,Medium,Carry over place apply reason.,65,Rohini PS,Cloudy,Afternoon,Police
Burglary,Janakpuri,2023-08-24,02:39:40,High,Pattern energy reduce into late within read perhaps adult.,30,Janakpuri PS,Foggy,Evening,Police
Burglary,Rajouri Garden,2023-11-04,03:13:19,Medium,Now offer cut other movement town no.,50,Rajouri Garden PS,Cloudy,Evening,Citizen
Stalking,Rajouri Garden,2024-10-13,01:32:15,High,Election girl without short already drop.,14,Rajouri Garden PS,Rainy,Morning,Citizen
Assault,Paharganj,2024-07-06,03:03:46,Low,From reason near inside fast moment pick again evidence best.,57,Paharganj PS,Foggy,Night,Citizen
Harassment,Okhla,2023-02-08,14:30:58,Low,Education account which sense sister item.,53,Okhla PS,Clear,Evening,Police
Assault,Chandni Chowk,2023-04-16,05:01:26,High,Report space home follow bank change.,61,Chandni Chowk PS,Foggy,Night,CCTV
Kidnapping,Paharganj,2023-03-20,12:20:10,High,They claim another candidate woman occur improve color decide.,55,Paharganj PS,Cloudy,Night,Police
Burglary,Karol Bagh,2024-06-19,14:47:40,Medium,Address may mind size sure with wall.,41,Karol Bagh PS,Rainy,Evening,CCTV
Kidnapping,Pitampura,2023-11-18,06:19:52,High,Fall I class arrive condition staff figure.,30,Pitampura PS,Cloudy,Afternoon,Police
Kidnapping,Okhla,2024-06-16,19:47:03,Medium,And painting sea week or process hope together under improve.,13,Okhla PS,Cloudy,Morning,CCTV
Stalking,Saket,2023-09-25,14:12:16,Medium,Protect guy sea method why only can however.,23,Saket PS,Rainy,Evening,Police
Burglary,Chandni Chowk,2023-07-25,13:39:36,High,Want blue night dinner at shoulder cell.,55,Chandni Chowk PS,Clear,Evening,Police
Harassment,Ashok Vihar,2023-11-11,09:45:23,High,Throughout sometimes be imagine shoulder sign.,38,Ashok Vihar PS,Clear,Morning,Citizen
Stalking,Pitampura,2024-03-01,12:36:44,Medium,Left wall seven enter sit at just.,21,Pitampura PS,Cloudy,Morning,CCTV
Harassment,Rajouri Garden,2023-04-11,02:33:48,High,Improve upon chair how these.,43,Rajouri Garden PS,Cloudy,Night,Citizen
Kidnapping,Chandni Chowk,2023-03-02,14:06:08,High,Across answer moment price point.,11,Chandni Chowk PS,Foggy,Night,CCTV
Stalking,Rajouri Garden,2023-12-05,03:23:54,High,Mrs middle both art think contain practice simple.,28,Rajouri Garden PS,Rainy,Evening,CCTV
Burglary,Janakpuri,2023-08-11,07:43:33,Low,Conference treat by station should choose possible.,39,Janakpuri PS,Clear,Evening,CCTV
Kidnapping,Chandni Chowk,2023-03-23,01:48:34,Low,Wish economic specific commercial.,24,Chandni Chowk PS,Cloudy,Afternoon,Citizen
Theft,Okhla,2024-07-13,21:43:05,Medium,Even piece allow major consumer usually.,13,Okhla PS,Rainy,Evening,Citizen
Theft,Pitampura,2023-06-16,01:31:48,Low,Wife home effect country manager.,32,Pitampura PS,Rainy,Afternoon,CCTV
Harassment,Chandni Chowk,2024-05-29,01:04:54,High,Sing spring letter tree cultural.,14,Chandni Chowk PS,Clear,Evening,Citizen
Burglary,Okhla,2024-09-26,21:56:35,Medium,Later south leg understand help.,40,Okhla PS,Foggy,Evening,CCTV
Theft,Okhla,2023-03-08,11:58:03,High,Heart their stop water own myself interview study.,57,Okhla PS,Cloudy,Afternoon,Police
Kidnapping,Pitampura,2023-03-03,01:45:13,High,Character where drop ability respond all number town.,56,Pitampura PS,Rainy,Night,CCTV
Stalking,Karol Bagh,2023-04-23,07:32:13,Medium,System none either him apply impact.,62,Karol Bagh PS,Rainy,Morning,Citizen
Assault,Ashok Vihar,2025-01-10,06:23:21,High,Song save glass writer where line land receive although seem.,20,Ashok Vihar PS,Foggy,Morning,Police
Theft,Rajouri Garden,2023-05-31,03:24:20,Low,Dog indeed morning civil near name street.,15,Rajouri Garden PS,Foggy,Afternoon,CCTV
Harassment,Connaught Place,2024-12-05,04:29:41,Low,International scene computer daughter billion campaign quite unit.,31,Connaught Place PS,Rainy,Afternoon,Citizen
Burglary,Khan Market,2024-04-28,12:43:46,Low,Buy capital beyond win reach color help.,10,Khan Market PS,Rainy,Morning,Police
Burglary,Connaught Place,2024-10-23,10:54:09,Medium,Learn happen whatever speak great drop tend kind begin.,59,Connaught Place PS,Cloudy,Evening,Police
Kidnapping,Vasant Kunj,2024-04-15,20:47:10,Medium,Vote mission last executive according.,14,Vasant Kunj PS,Cloudy,Evening,Police
Theft,Vasant Kunj,2023-08-10,13:30:04,Low,Mother anyone gas loss military million job image including partner.,35,Vasant Kunj PS,Foggy,Night,Citizen
Harassment,Lajpat Nagar,2024-11-17,14:18:28,Low,News receive stop another as pattern station low.,34,Lajpat Nagar PS,Cloudy,Morning,CCTV
Kidnapping,Greater Kailash,2024-05-17,00:45:44,Low,Ready particularly life peace debate recently movie manage.,13,Greater Kailash PS,Rainy,Morning,CCTV
Harassment,Rohini,2023-05-18,02:52:21,Low,Cell increase remember bring huge senior position fund.,64,Rohini PS,Cloudy,Night,Citizen
Kidnapping,Mayur Vihar,2023-04-13,01:01:04,Medium,Subject instead language garden prove model such.,30,Mayur Vihar PS,Cloudy,Night,Citizen
Burglary,Paharganj,2025-01-03,05:02:19,Low,Pass audience strong yes network ten light actually certainly.,25,Paharganj PS,Rainy,Night,Police
