id,text,location,date,sentiment
336,Lack of proper street lighting makes Chandni Chowk unsafe.,Greater Kailash,2023-10-27,Negative
337,Traffic congestion continues to be an issue across Delhi.,Greater Kailash,2023-01-20,Neutral
338,The metro is the preferred mode of transport for women in Delhi.,Connaught Place,2023-01-23,Neutral
339,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-09-22,Neutral
340,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-02-07,Neutral
341,Delhi police launches new helpline for women safety.,Nehru Place,2023-08-17,Positive
342,Recent survey shows rising fear among women in Delhi.,Karol Bagh,2023-02-05,Negative
343,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-08-18,Neutral
344,Recent survey shows rising fear among women in Delhi.,Connaught Place,2023-12-11,Negative
345,NGOs held an awareness campaign in Connaught Place.,Saket,2023-01-13,Neutral
346,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-12-27,Neutral
347,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-03-25,Neutral
348,Self-defense workshops for women are gaining popularity in Hauz Khas.,Dwarka,2023-10-11,Positive
349,Police response to complaints in Rohini remains slow.,Saket,2023-10-31,Negative
350,The metro is the preferred mode of transport for women in Delhi.,Vasant Kunj,2023-04-01,Neutral
351,More street lights installed in Dwarka to improve safety.,Rohini,2023-05-23,Positive
352,Delhi police launches new helpline for women safety.,Pitampura,2023-11-02,Positive
353,Recent survey shows rising fear among women in Delhi.,Hauz Khas,2023-04-16,Negative
354,Public transport usage among women has remained stable this year.,Rajouri Garden,2023-04-09,Neutral
355,NGOs held an awareness campaign in Connaught Place.,Chandni Chowk,2023-11-04,Neutral
356,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-05-14,Neutral
357,NGOs held an awareness campaign in Connaught Place.,Saket,2023-04-18,Neutral
358,Another case of harassment reported near Saket metro station.,Rohini,2023-05-03,Negative
359,Women safety measures were discussed in the Delhi Assembly.,Hauz Khas,2023-04-25,Neutral
360,Self-defense workshops for women are gaining popularity in Hauz Khas.,Lajpat Nagar,2023-03-24,Positive
361,Self-defense workshops for women are gaining popularity in Hauz Khas.,Nehru Place,2023-08-08,Positive
362,New mobile app helps women report harassment instantly.,Hauz Khas,2023-01-14,Positive
363,Increased patrolling has reduced crime rates in Karol Bagh.,Karol Bagh,2023-07-28,Positive
364,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-08-17,Negative
365,Lack of proper street lighting makes Chandni Chowk unsafe.,Mayur Vihar,2023-05-20,Negative
366,Women feel unsafe walking alone at night in Rajouri Garden.,Rohini,2023-07-01,Negative
367,Recent survey shows rising fear among women in Delhi.,Karol Bagh,2023-09-26,Negative
368,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-09-04,Neutral
369,Police response to complaints in Rohini remains slow.,Saket,2023-04-05,Negative
370,New mobile app helps women report harassment instantly.,Rohini,2023-08-12,Positive
371,Women feel unsafe walking alone at night in Rajouri Garden.,Hauz Khas,2023-02-08,Negative
372,New mobile app helps women report harassment instantly.,Chandni Chowk,2023-07-21,Positive
373,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-01-19,Negative
374,Women feel unsafe walking alone at night in Rajouri Garden.,Greater Kailash,2023-10-24,Negative
375,More street lights installed in Dwarka to improve safety.,Chandni Chowk,2023-06-01,Positive
376,Increased patrolling has reduced crime rates in Karol Bagh.,Saket,2023-07-07,Positive
377,Self-defense workshops for women are gaining popularity in Hauz Khas.,Chandni Chowk,2023-07-19,Positive
378,Lack of proper street lighting makes Chandni Chowk unsafe.,Hauz Khas,2023-01-19,Negative
379,NGOs held an awareness campaign in Connaught Place.,Karol Bagh,2023-08-01,Neutral
380,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-01-17,Negative
381,Delhi police launches new helpline for women safety.,Dwarka,2023-07-12,Positive
382,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-10-16,Positive
383,Women safety measures were discussed in the Delhi Assembly.,Dwarka,2023-01-25,Neutral
384,Recent survey shows rising fear among women in Delhi.,Saket,2023-11-14,Negative
385,Public transport usage among women has remained stable this year.,Greater Kailash,2023-04-07,Neutral
386,The metro is the preferred mode of transport for women in Delhi.,Dwarka,2023-05-10,Neutral
387,Lack of proper street lighting makes Chandni Chowk unsafe.,Rohini,2023-02-22,Negative
388,Lack of proper street lighting makes Chandni Chowk unsafe.,Pitampura,2023-08-10,Negative
389,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-03-28,Neutral
390,NGOs held an awareness campaign in Connaught Place.,Rajouri Garden,2023-07-29,Neutral
391,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-09-26,Neutral
392,Police response to complaints in Rohini remains slow.,Mayur Vihar,2023-03-01,Negative
393,New mobile app helps women report harassment instantly.,Greater Kailash,2023-10-12,Positive
394,Women safety measures were discussed in the Delhi Assembly.,Saket,2023-06-28,Neutral
395,Another case of harassment reported near Saket metro station.,Chandni Chowk,2023-08-10,Negative
396,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-05-18,Neutral
397,More street lights installed in Dwarka to improve safety.,Kalkaji,2023-04-14,Positive
398,Women safety measures were discussed in the Delhi Assembly.,Pitampura,2023-09-29,Neutral
399,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-04-02,Neutral
400,Recent survey shows rising fear among women in Delhi.,Saket,2023-07-09,Negative
401,Women feel unsafe walking alone at night in Rajouri Garden.,Vasant Kunj,2023-09-05,Negative
402,The metro is the preferred mode of transport for women in Delhi.,Mayur Vihar,2023-04-11,Neutral
403,Police response to complaints in Rohini remains slow.,Greater Kailash,2023-10-26,Negative
404,Women safety measures were discussed in the Delhi Assembly.,Vasant Kunj,2023-09-13,Neutral
405,Self-defense workshops for women are gaining popularity in Hauz Khas.,Karol Bagh,2023-01-31,Positive
406,Self-defense workshops for women are gaining popularity in Hauz Khas.,Dwarka,2023-09-10,Positive
407,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-12-25,Neutral
408,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-08-23,Neutral
409,Women feel unsafe walking alone at night in Rajouri Garden.,Greater Kailash,2023-10-22,Negative
410,More street lights installed in Dwarka to improve safety.,Lajpat Nagar,2023-09-03,Positive
411,Traffic congestion continues to be an issue across Delhi.,Pitampura,2023-10-06,Neutral
412,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rohini,2023-11-24,Positive
413,Public transport usage among women has remained stable this year.,Hauz Khas,2023-01-23,Neutral
414,Another case of harassment reported near Saket metro station.,Saket,2023-07-09,Negative
415,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-08-18,Neutral
416,Public transport usage among women has remained stable this year.,Saket,2023-05-04,Neutral
417,NGOs held an awareness campaign in Connaught Place.,Rohini,2023-08-22,Neutral
418,New mobile app helps women report harassment instantly.,Mayur Vihar,2023-05-18,Positive
419,New mobile app helps women report harassment instantly.,Vasant Kunj,2023-03-05,Positive
420,Public transport usage among women has remained stable this year.,Vasant Kunj,2023-02-09,Neutral
421,Self-defense workshops for women are gaining popularity in Hauz Khas.,Greater Kailash,2023-07-25,Positive
422,Self-defense workshops for women are gaining popularity in Hauz Khas.,Rajouri Garden,2023-01-19,Positive
423,Lack of proper street lighting makes Chandni Chowk unsafe.,Saket,2023-05-19,Negative
424,Another case of harassment reported near Saket metro station.,Mayur Vihar,2023-06-23,Negative
425,Public transport usage among women has remained stable this year.,Chandni Chowk,2023-05-15,Neutral
426,Self-defense workshops for women are gaining popularity in Hauz Khas.,Pitampura,2023-01-10,Positive
427,Women safety measures were discussed in the Delhi Assembly.,Nehru Place,2023-09-22,Neutral
428,Self-defense workshops for women are gaining popularity in Hauz Khas.,Lajpat Nagar,2023-11-25,Positive
429,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-08-31,Neutral
430,Self-defense workshops for women are gaining popularity in Hauz Khas.,Kalkaji,2023-03-10,Positive
431,The metro is the preferred mode of transport for women in Delhi.,Lajpat Nagar,2023-05-04,Neutral
432,The metro is the preferred mode of transport for women in Delhi.,Karol Bagh,2023-09-05,Neutral
433,The metro is the preferred mode of transport for women in Delhi.,Chandni Chowk,2023-09-14,Neutral
434,Lack of proper street lighting makes Chandni Chowk unsafe.,Chandni Chowk,2023-04-17,Negative
435,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-03-24,Neutral
436,Women safety measures were discussed in the Delhi Assembly.,Chandni Chowk,2023-01-01,Neutral
437,Lack of proper street lighting makes Chandni Chowk unsafe.,Rajouri Garden,2023-05-13,Negative
438,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-03-10,Negative
439,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-11-16,Negative
440,Police response to complaints in Rohini remains slow.,Pitampura,2023-06-08,Negative
441,Women feel unsafe walking alone at night in Rajouri Garden.,Lajpat Nagar,2023-08-08,Negative
442,Public transport usage among women has remained stable this year.,Dwarka,2023-12-11,Neutral
443,Self-defense workshops for women are gaining popularity in Hauz Khas.,Pitampura,2023-09-27,Positive
444,NGOs held an awareness campaign in Connaught Place.,Lajpat Nagar,2023-12-02,Neutral
445,NGOs held an awareness campaign in Connaught Place.,Pitampura,2023-02-17,Neutral
446,New mobile app helps women report harassment instantly.,Nehru Place,2023-05-04,Positive
447,Recent survey shows rising fear among women in Delhi.,Hauz Khas,2023-10-17,Negative
448,Women safety measures were discussed in the Delhi Assembly.,Lajpat Nagar,2023-04-25,Neutral
449,Self-defense workshops for women are gaining popularity in Hauz Khas.,Saket,2023-03-12,Positive
450,Increased patrolling has reduced crime rates in Karol Bagh.,Nehru Place,2023-05-11,Positive
451,Lack of proper street lighting makes Chandni Chowk unsafe.,Connaught Place,2023-02-20,Negative
452,Delhi police launches new helpline for women safety.,Kalkaji,2023-07-18,Positive
453,Another case of harassment reported near Saket metro station.,Kalkaji,2023-02-26,Negative
454,Public transport usage among women has remained stable this year.,Kalkaji,2023-11-29,Neutral
455,Public transport usage among women has remained stable this year.,Nehru Place,2023-07-26,Neutral
456,More street lights installed in Dwarka to improve safety.,Rajouri Garden,2023-05-13,Positive
457,Delhi police launches new helpline for women safety.,Hauz Khas,2023-06-14,Positive
458,NGOs held an awareness campaign in Connaught Place.,Dwarka,2023-03-31,Neutral
459,Recent survey shows rising fear among women in Delhi.,Lajpat Nagar,2023-08-07,Negative
460,Lack of proper street lighting makes Chandni Chowk unsafe.,Nehru Place,2023-03-20,Negative
461,More street lights installed in Dwarka to improve safety.,Dwarka,2023-01-18,Positive
462,Police response to complaints in Rohini remains slow.,Karol Bagh,2023-11-29,Negative
463,NGOs held an awareness campaign in Connaught Place.,Mayur Vihar,2023-05-26,Neutral
464,Women safety measures were discussed in the Delhi Assembly.,Kalkaji,2023-04-19,Neutral
465,Public transport usage among women has remained stable this year.,Kalkaji,2023-05-22,Neutral
466,Delhi police launches new helpline for women safety.,Connaught Place,2023-02-20,Positive
467,Traffic congestion continues to be an issue across Delhi.,Rajouri Garden,2023-08-06,Neutral
468,Increased patrolling has reduced crime rates in Karol Bagh.,Kalkaji,2023-10-05,Positive
469,Traffic congestion continues to be an issue across Delhi.,Vasant Kunj,2023-06-22,Neutral
470,Lack of proper street lighting makes Chandni Chowk unsafe.,Connaught Place,2023-04-14,Negative
471,Public transport usage among women has remained stable this year.,Karol Bagh,2023-10-03,Neutral
472,Another case of harassment reported near Saket metro station.,Nehru Place,2023-05-16,Negative
473,Women safety measures were discussed in the Delhi Assembly.,Mayur Vihar,2023-09-08,Neutral
474,Another case of harassment reported near Saket metro station.,Vasant Kunj,2023-04-27,Negative
475,Delhi police launches new helpline for women safety.,Saket,2023-02-13,Positive
476,NGOs held an awareness campaign in Connaught Place.,Vasant Kunj,2023-04-03,Neutral
477,New mobile app helps women report harassment instantly.,Hauz Khas,2023-10-10,Positive
478,Increased patrolling has reduced crime rates in Karol Bagh.,Connaught Place,2023-06-28,Positive
479,Women safety measures were discussed in the Delhi Assembly.,Rohini,2023-07-06,Neutral
