Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Murder,28.494258,77.011836,2021-11-11,05:41,5,Domestic violence,58,Kashmere Gate Police Station,Clear,Morning,No
Vandalism,28.834015,76.90577,2022-07-19,17:18,4,Public intoxication,47,Connaught Place Police Station,Fog,Evening,Yes
Fraud,28.510191,77.077503,2023-02-10,19:48,3,Chain snatching,43,Rohini North Police Station,Rain,Evening,No
Vandalism,28.780412,77.270882,2021-01-13,12:20,5,Public intoxication,36,Kashmere Gate Police Station,Clear,Afternoon,No
Burglary,28.64382,76.860431,2021-04-08,05:29,2,Stolen bike,21,Rohini North Police Station,Fog,Morning,Yes
Burglary,28.653749,77.263944,2021-01-10,23:51,4,Street robbery,27,Connaught Place Police Station,Cloudy,Night,No
Murder,28.401404,76.964489,2023-08-20,06:48,2,Domestic violence,29,Vasant Kunj Police Station,Haze,Morning,No
Theft,28.406682,76.929181,2022-09-09,12:48,1,Street robbery,45,Vasant Kunj Police Station,Cloudy,Afternoon,No
Theft,28.500173,77.268381,2024-01-26,17:43,4,Public intoxication,39,Vasant Kunj Police Station,Fog,Evening,No
Fraud,28.432776,76.831879,2020-08-28,22:51,5,Car theft,45,Connaught Place Police Station,Clear,Night,Yes
Murder,28.681045,76.930704,2022-06-08,20:18,3,Cyber fraud,39,Dwarka Sector 10 Police Station,Haze,Night,No
Theft,28.800331,76.817465,2021-10-24,08:38,2,Public intoxication,44,Vasant Kunj Police Station,Haze,Morning,Yes
Vandalism,28.701171,77.164599,2023-03-27,04:26,3,Car theft,29,Connaught Place Police Station,Clear,Night,No
Fraud,28.490819,77.260656,2021-05-24,04:02,5,Stolen bike,36,Dwarka Sector 10 Police Station,Clear,Night,Yes
Murder,28.461831,76.941526,2020-01-12,10:53,4,Chain snatching,42,Rohini North Police Station,Haze,Morning,No
Assault,28.61801,77.027298,2021-07-09,22:42,3,Domestic violence,41,Connaught Place Police Station,Rain,Night,No
Robbery,28.68196,77.154887,2023-09-14,17:58,2,Stolen bike,43,Rohini North Police Station,Clear,Evening,Yes
Murder,28.423392,77.163322,2021-12-30,09:16,3,Shoplifting,57,Kashmere Gate Police Station,Rain,Morning,No
Burglary,28.821641,76.902623,2021-10-14,08:37,4,Cyber fraud,57,Lajpat Nagar Police Station,Clear,Morning,No
Harassment,28.558644,77.041138,2022-05-19,18:23,2,Domestic violence,48,Dwarka Sector 10 Police Station,Fog,Evening,No
Fraud,28.626968,77.230234,2021-02-03,15:10,2,Cyber fraud,54,Dwarka Sector 10 Police Station,Haze,Afternoon,No
Harassment,28.556771,77.222445,2022-08-08,13:43,5,Street robbery,29,Kashmere Gate Police Station,Clear,Afternoon,No
Vandalism,28.402303,77.258459,2022-01-08,06:11,4,Street robbery,52,Connaught Place Police Station,Rain,Morning,No
Theft,28.527008,76.881269,2023-12-25,16:20,4,Chain snatching,44,Vasant Kunj Police Station,Clear,Afternoon,Yes
Robbery,28.438866,77.162749,2022-09-18,22:15,2,Public intoxication,55,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Robbery,28.587009,76.857242,2024-09-10,01:58,4,Public intoxication,33,Kashmere Gate Police Station,Fog,Night,Yes
Murder,28.408953,77.246836,2021-03-07,10:20,1,Chain snatching,47,Connaught Place Police Station,Fog,Morning,No
Assault,28.713671,76.953643,2023-10-28,04:11,2,Public intoxication,24,Dwarka Sector 10 Police Station,Cloudy,Night,Yes
Burglary,28.40097,77.113269,2024-07-29,15:21,5,Cyber fraud,38,Kashmere Gate Police Station,Cloudy,Afternoon,Yes
Robbery,28.591559,77.275995,2024-10-29,23:28,5,Domestic violence,22,Dwarka Sector 10 Police Station,Rain,Night,No
Robbery,28.77842,77.000354,2022-01-22,20:07,5,Cyber fraud,28,Kashmere Gate Police Station,Fog,Night,No
Harassment,28.766573,76.904051,2023-06-02,13:16,2,Chain snatching,53,Vasant Kunj Police Station,Cloudy,Afternoon,Yes
Assault,28.445632,77.051656,2020-11-09,11:01,2,Shoplifting,47,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Fraud,28.539059,76.817076,2022-12-24,00:08,5,Cyber fraud,26,Vasant Kunj Police Station,Fog,Night,No
Burglary,28.632707,76.967654,2021-09-25,20:50,3,Car theft,37,Kashmere Gate Police Station,Rain,Night,No
Robbery,28.504182,76.829289,2024-05-25,22:08,1,Street robbery,43,Rohini North Police Station,Clear,Night,No
Burglary,28.563102,76.905658,2021-01-27,12:05,4,Stolen bike,50,Connaught Place Police Station,Rain,Afternoon,No
Assault,28.880878,77.174915,2022-03-25,17:40,1,Domestic violence,38,Lajpat Nagar Police Station,Clear,Evening,Yes
Robbery,28.713072,76.972492,2021-06-27,10:11,1,Car theft,40,Lajpat Nagar Police Station,Fog,Morning,Yes
Burglary,28.45934,77.084871,2024-10-10,11:01,4,Public intoxication,29,Rohini North Police Station,Fog,Morning,Yes
Burglary,28.612696,76.870216,2020-05-29,17:04,3,Shoplifting,30,Connaught Place Police Station,Cloudy,Evening,No
Murder,28.668681,77.200368,2022-10-24,19:33,1,Public intoxication,35,Dwarka Sector 10 Police Station,Cloudy,Evening,No
Vandalism,28.780649,77.095647,2022-01-21,04:46,1,Car theft,43,Dwarka Sector 10 Police Station,Clear,Night,Yes
Burglary,28.41673,76.949711,2021-07-12,03:23,2,Stolen bike,41,Connaught Place Police Station,Rain,Night,No
Fraud,28.606241,76.870768,2022-08-20,08:22,2,Stolen bike,53,Vasant Kunj Police Station,Clear,Morning,Yes
Harassment,28.739714,77.118432,2022-12-19,21:07,3,Domestic violence,60,Rohini North Police Station,Clear,Night,No
Robbery,28.762399,77.017751,2020-11-01,02:40,5,Car theft,23,Connaught Place Police Station,Cloudy,Night,No
Fraud,28.575839,77.080265,2022-05-19,13:46,3,Domestic violence,43,Kashmere Gate Police Station,Rain,Afternoon,Yes
Vandalism,28.878429,76.871251,2024-12-15,12:38,4,Public intoxication,39,Kashmere Gate Police Station,Cloudy,Afternoon,Yes
Harassment,28.646366,77.2571,2021-03-21,08:50,4,Chain snatching,42,Vasant Kunj Police Station,Clear,Morning,No
Harassment,28.518444,77.286988,2023-05-25,17:19,1,Public intoxication,35,Kashmere Gate Police Station,Haze,Evening,No
Theft,28.54963,77.182725,2024-05-24,18:21,4,Public intoxication,47,Connaught Place Police Station,Rain,Evening,Yes
Fraud,28.894163,76.993609,2021-04-09,22:07,4,Street robbery,50,Rohini North Police Station,Rain,Night,No
Robbery,28.656396,77.252878,2020-10-31,19:47,5,Public intoxication,28,Kashmere Gate Police Station,Haze,Evening,No
Harassment,28.899394,76.899228,2023-11-20,19:16,1,Stolen bike,25,Connaught Place Police Station,Fog,Evening,Yes
Robbery,28.706854,77.035835,2023-11-25,13:06,4,Shoplifting,42,Rohini North Police Station,Rain,Afternoon,No
Theft,28.850038,77.215894,2020-07-07,00:45,4,Car theft,24,Connaught Place Police Station,Clear,Night,Yes
Harassment,28.623026,77.063242,2024-02-28,14:01,3,Cyber fraud,39,Dwarka Sector 10 Police Station,Haze,Afternoon,Yes
Burglary,28.752173,77.09592,2020-11-26,16:41,5,Car theft,23,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Fraud,28.519772,77.04663,2024-04-25,15:43,3,Stolen bike,41,Vasant Kunj Police Station,Haze,Afternoon,Yes
Harassment,28.516166,77.004165,2022-06-12,00:30,5,Shoplifting,24,Connaught Place Police Station,Cloudy,Night,No
Fraud,28.522399,76.999268,2024-03-02,12:24,5,Chain snatching,47,Dwarka Sector 10 Police Station,Clear,Afternoon,Yes
Murder,28.667778,77.074885,2024-12-14,04:25,4,Shoplifting,60,Kashmere Gate Police Station,Rain,Night,No
Robbery,28.893078,77.181306,2020-09-16,11:25,2,Chain snatching,60,Rohini North Police Station,Fog,Morning,No
Assault,28.511291,76.924657,2020-03-13,07:46,1,Stolen bike,29,Vasant Kunj Police Station,Cloudy,Morning,Yes
Vandalism,28.512298,76.977065,2022-07-09,11:32,3,Stolen bike,60,Rohini North Police Station,Rain,Morning,Yes
Burglary,28.711889,77.221778,2021-02-04,21:36,5,Cyber fraud,32,Vasant Kunj Police Station,Clear,Night,No
Robbery,28.804892,76.882655,2020-04-04,12:29,4,Chain snatching,38,Lajpat Nagar Police Station,Cloudy,Afternoon,No
Fraud,28.636146,77.211043,2024-08-03,20:31,5,Public intoxication,40,Vasant Kunj Police Station,Clear,Night,No
Assault,28.7703,77.107594,2022-07-17,01:09,2,Street robbery,43,Kashmere Gate Police Station,Cloudy,Night,Yes
Theft,28.646231,77.131614,2021-02-14,09:18,3,Cyber fraud,35,Kashmere Gate Police Station,Cloudy,Morning,No
Theft,28.849034,77.144007,2024-01-03,07:25,5,Shoplifting,60,Connaught Place Police Station,Fog,Morning,Yes
Fraud,28.488915,77.183854,2020-08-30,04:30,3,Stolen bike,43,Connaught Place Police Station,Cloudy,Night,No
Assault,28.504976,76.963465,2021-12-27,22:34,4,Stolen bike,28,Connaught Place Police Station,Clear,Night,Yes
Assault,28.84035,77.106109,2022-12-02,01:38,5,Public intoxication,26,Vasant Kunj Police Station,Haze,Night,Yes
Harassment,28.845025,76.920422,2023-07-27,19:04,4,Stolen bike,39,Kashmere Gate Police Station,Clear,Evening,Yes
Harassment,28.835464,77.247098,2020-05-05,15:45,3,Domestic violence,22,Dwarka Sector 10 Police Station,Rain,Afternoon,Yes
Harassment,28.771052,77.21929,2021-07-15,03:55,1,Chain snatching,19,Kashmere Gate Police Station,Haze,Night,Yes
Burglary,28.505624,76.947074,2020-10-12,02:33,1,Shoplifting,43,Dwarka Sector 10 Police Station,Clear,Night,Yes
Robbery,28.550892,77.016525,2020-10-17,11:16,5,Stolen bike,48,Vasant Kunj Police Station,Clear,Morning,No
Vandalism,28.582748,77.259884,2021-02-25,05:02,5,Domestic violence,26,Rohini North Police Station,Rain,Morning,No
Harassment,28.766663,76.84383,2022-04-23,06:17,2,Domestic violence,40,Kashmere Gate Police Station,Clear,Morning,Yes
Robbery,28.822562,77.275231,2023-01-11,14:22,2,Stolen bike,23,Connaught Place Police Station,Rain,Afternoon,Yes
Murder,28.420563,77.158355,2022-03-09,04:10,2,Street robbery,34,Connaught Place Police Station,Clear,Night,No
Harassment,28.759518,76.955373,2024-12-10,15:48,2,Street robbery,27,Connaught Place Police Station,Fog,Afternoon,Yes
Vandalism,28.495893,76.894527,2021-10-16,09:23,2,Stolen bike,47,Kashmere Gate Police Station,Fog,Morning,No
Robbery,28.679942,77.025991,2022-01-14,22:46,1,Chain snatching,59,Vasant Kunj Police Station,Fog,Night,No
Harassment,28.681559,77.114674,2021-12-22,08:26,3,Stolen bike,18,Lajpat Nagar Police Station,Haze,Morning,No
Vandalism,28.405801,77.015419,2024-07-18,08:40,4,Stolen bike,55,Kashmere Gate Police Station,Haze,Morning,No
Burglary,28.896906,76.913219,2024-03-13,19:51,4,Public intoxication,60,Lajpat Nagar Police Station,Rain,Evening,Yes
Vandalism,28.484264,76.948812,2022-01-13,22:59,3,Chain snatching,35,Dwarka Sector 10 Police Station,Rain,Night,No
Robbery,28.774825,76.887816,2022-09-21,13:11,4,Shoplifting,29,Vasant Kunj Police Station,Rain,Afternoon,Yes
Assault,28.79238,77.290565,2024-12-15,12:59,1,Street robbery,52,Lajpat Nagar Police Station,Haze,Afternoon,Yes
Fraud,28.856787,77.299284,2021-10-23,06:54,3,Domestic violence,46,Kashmere Gate Police Station,Cloudy,Morning,No
Burglary,28.730092,76.91085,2023-12-21,15:34,4,Domestic violence,36,Lajpat Nagar Police Station,Haze,Afternoon,Yes
Harassment,28.56649,77.162208,2020-05-08,22:32,4,Domestic violence,57,Connaught Place Police Station,Clear,Night,No
Murder,28.879557,77.228009,2024-02-22,10:59,2,Cyber fraud,50,Lajpat Nagar Police Station,Fog,Morning,No
Fraud,28.444213,77.062787,2024-05-04,12:56,3,Public intoxication,18,Vasant Kunj Police Station,Fog,Afternoon,Yes
Assault,28.868753,77.222508,2024-03-16,11:04,5,Domestic violence,55,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Harassment,28.589803,76.860232,2023-02-17,11:10,5,Chain snatching,34,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Murder,28.554859,76.900223,2022-04-07,02:59,4,Car theft,59,Connaught Place Police Station,Fog,Night,Yes
Vandalism,28.863724,77.285931,2024-12-06,05:05,4,Car theft,43,Rohini North Police Station,Cloudy,Morning,Yes
Fraud,28.558555,76.943445,2024-02-14,19:58,4,Cyber fraud,19,Rohini North Police Station,Fog,Evening,Yes
Robbery,28.618305,76.842284,2024-11-19,22:49,5,Cyber fraud,59,Vasant Kunj Police Station,Clear,Night,Yes
Murder,28.675529,77.187419,2023-04-18,10:50,4,Cyber fraud,29,Connaught Place Police Station,Fog,Morning,No
Robbery,28.85208,77.13144,2023-04-15,00:37,5,Chain snatching,44,Dwarka Sector 10 Police Station,Rain,Night,Yes
Harassment,28.467763,76.932248,2024-04-25,18:13,3,Public intoxication,44,Connaught Place Police Station,Rain,Evening,No
Theft,28.75514,77.075075,2022-07-14,10:25,3,Stolen bike,58,Kashmere Gate Police Station,Rain,Morning,Yes
Burglary,28.401227,77.066992,2022-12-16,15:45,5,Cyber fraud,22,Connaught Place Police Station,Cloudy,Afternoon,No
Theft,28.573012,77.285193,2020-05-10,12:59,4,Domestic violence,18,Rohini North Police Station,Haze,Afternoon,Yes
Burglary,28.547119,76.909401,2021-10-29,23:58,3,Chain snatching,51,Kashmere Gate Police Station,Rain,Night,Yes
Vandalism,28.544381,77.229456,2024-02-16,16:51,3,Car theft,57,Vasant Kunj Police Station,Haze,Afternoon,Yes
Harassment,28.570308,76.846618,2020-03-11,23:13,5,Street robbery,23,Lajpat Nagar Police Station,Clear,Night,Yes
Fraud,28.665136,77.155304,2024-11-17,07:24,4,Cyber fraud,58,Connaught Place Police Station,Haze,Morning,No
Theft,28.553916,77.295597,2023-07-23,03:10,5,Stolen bike,41,Kashmere Gate Police Station,Cloudy,Night,Yes
Assault,28.503326,77.250378,2024-10-07,05:34,4,Cyber fraud,26,Rohini North Police Station,Clear,Morning,Yes
Murder,28.635328,76.832529,2024-04-08,17:04,1,Public intoxication,49,Rohini North Police Station,Haze,Evening,Yes
Fraud,28.860044,76.840844,2023-10-25,15:58,3,Public intoxication,27,Rohini North Police Station,Haze,Afternoon,No
Robbery,28.539261,77.166628,2020-03-17,22:42,4,Street robbery,20,Dwarka Sector 10 Police Station,Clear,Night,Yes
Burglary,28.750502,77.28322,2020-11-16,05:12,2,Street robbery,53,Vasant Kunj Police Station,Haze,Morning,Yes
Burglary,28.614677,76.82371,2023-08-06,05:54,5,Domestic violence,39,Kashmere Gate Police Station,Fog,Morning,Yes
Theft,28.695591,77.28684,2022-03-25,01:10,5,Car theft,34,Lajpat Nagar Police Station,Haze,Night,No
Murder,28.700872,76.904157,2024-05-16,21:18,4,Chain snatching,25,Lajpat Nagar Police Station,Rain,Night,No
Harassment,28.490996,76.812784,2024-04-10,01:13,3,Cyber fraud,42,Rohini North Police Station,Fog,Night,Yes
Vandalism,28.410048,77.0034,2020-01-09,22:31,2,Chain snatching,37,Vasant Kunj Police Station,Cloudy,Night,No
Burglary,28.66193,77.170996,2023-06-15,19:26,2,Street robbery,58,Kashmere Gate Police Station,Fog,Evening,Yes
Theft,28.817974,77.092561,2020-07-08,02:33,2,Chain snatching,37,Connaught Place Police Station,Clear,Night,Yes
Vandalism,28.647198,76.8005,2020-04-16,07:47,3,Public intoxication,47,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Theft,28.723926,77.035795,2022-08-09,23:15,4,Shoplifting,42,Vasant Kunj Police Station,Fog,Night,Yes
Harassment,28.783929,76.9281,2020-05-31,07:35,1,Chain snatching,44,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Fraud,28.509901,77.169079,2023-07-09,01:54,5,Car theft,23,Dwarka Sector 10 Police Station,Clear,Night,Yes
Burglary,28.890911,77.163562,2022-07-11,10:59,3,Domestic violence,43,Rohini North Police Station,Rain,Morning,No
Murder,28.759955,76.999275,2020-07-29,14:33,2,Cyber fraud,42,Kashmere Gate Police Station,Haze,Afternoon,Yes
Theft,28.808812,77.008225,2022-02-26,09:06,1,Public intoxication,24,Kashmere Gate Police Station,Fog,Morning,Yes
Burglary,28.841765,76.854436,2023-08-09,05:17,3,Domestic violence,42,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Theft,28.898224,77.073225,2022-09-04,02:40,2,Shoplifting,23,Kashmere Gate Police Station,Clear,Night,No
Assault,28.658365,76.834617,2024-04-20,16:41,3,Car theft,26,Rohini North Police Station,Haze,Afternoon,No
Theft,28.790611,77.197075,2023-01-24,13:46,5,Street robbery,44,Dwarka Sector 10 Police Station,Fog,Afternoon,Yes
Vandalism,28.445656,77.291417,2023-04-04,17:13,3,Cyber fraud,57,Vasant Kunj Police Station,Haze,Evening,No
Fraud,28.569191,76.982094,2023-11-29,16:49,5,Public intoxication,60,Connaught Place Police Station,Cloudy,Afternoon,Yes
Harassment,28.625751,77.035358,2021-08-14,18:02,5,Cyber fraud,53,Lajpat Nagar Police Station,Fog,Evening,Yes
Theft,28.725483,76.949677,2021-03-03,10:44,1,Cyber fraud,52,Lajpat Nagar Police Station,Haze,Morning,No
Vandalism,28.500705,77.170632,2021-01-28,15:01,4,Car theft,60,Lajpat Nagar Police Station,Rain,Afternoon,Yes
Fraud,28.617974,77.166245,2022-03-16,21:56,3,Car theft,60,Vasant Kunj Police Station,Cloudy,Night,No
Murder,28.485561,77.079277,2020-05-19,18:53,1,Shoplifting,36,Dwarka Sector 10 Police Station,Haze,Evening,Yes
Fraud,28.536631,77.099787,2023-08-02,21:46,3,Stolen bike,51,Dwarka Sector 10 Police Station,Rain,Night,Yes
Assault,28.884213,77.081468,2022-02-21,21:33,2,Cyber fraud,50,Kashmere Gate Police Station,Clear,Night,Yes
Robbery,28.712148,77.198115,2020-09-28,04:51,4,Stolen bike,45,Dwarka Sector 10 Police Station,Clear,Night,No
Robbery,28.466091,77.177342,2024-03-22,03:02,4,Domestic violence,38,Kashmere Gate Police Station,Rain,Night,No
Robbery,28.828665,77.226252,2020-08-28,18:35,1,Stolen bike,21,Connaught Place Police Station,Cloudy,Evening,No
Harassment,28.632567,76.950548,2022-10-19,03:02,4,Stolen bike,49,Vasant Kunj Police Station,Fog,Night,Yes
Murder,28.854747,77.161411,2024-03-08,17:45,4,Cyber fraud,32,Rohini North Police Station,Cloudy,Evening,Yes
Murder,28.663331,77.098037,2020-11-12,23:20,3,Chain snatching,53,Lajpat Nagar Police Station,Clear,Night,No
Assault,28.487306,77.247607,2020-11-21,03:22,5,Car theft,48,Rohini North Police Station,Cloudy,Night,Yes
Robbery,28.511708,77.185206,2020-06-03,19:02,5,Shoplifting,27,Vasant Kunj Police Station,Fog,Evening,No
Robbery,28.762673,77.119144,2020-06-18,16:01,1,Domestic violence,48,Dwarka Sector 10 Police Station,Clear,Afternoon,No
Vandalism,28.710128,77.176521,2021-07-05,07:31,5,Domestic violence,56,Kashmere Gate Police Station,Clear,Morning,Yes
Theft,28.413487,77.188307,2022-01-05,19:10,3,Domestic violence,47,Lajpat Nagar Police Station,Cloudy,Evening,No
Assault,28.53899,77.143737,2020-07-01,08:44,5,Street robbery,35,Dwarka Sector 10 Police Station,Cloudy,Morning,Yes
Robbery,28.651399,76.830229,2023-07-20,22:12,1,Car theft,27,Lajpat Nagar Police Station,Rain,Night,Yes
Fraud,28.585467,76.888195,2022-06-19,07:15,3,Public intoxication,20,Vasant Kunj Police Station,Rain,Morning,No
Burglary,28.548372,77.272912,2022-07-18,21:08,4,Domestic violence,29,Lajpat Nagar Police Station,Fog,Night,No
Theft,28.662363,76.93796,2022-01-22,18:07,3,Shoplifting,47,Dwarka Sector 10 Police Station,Rain,Evening,No
Vandalism,28.699912,76.8166,2022-10-12,04:26,4,Domestic violence,25,Kashmere Gate Police Station,Rain,Night,Yes
Vandalism,28.615304,77.152625,2023-03-19,10:45,3,Car theft,48,Connaught Place Police Station,Fog,Morning,No
Murder,28.63273,77.214999,2024-08-14,20:07,1,Stolen bike,43,Connaught Place Police Station,Clear,Night,Yes
Murder,28.68436,77.196472,2021-11-14,12:58,1,Street robbery,52,Rohini North Police Station,Fog,Afternoon,Yes
Fraud,28.767435,76.825287,2023-09-15,06:23,2,Car theft,53,Rohini North Police Station,Fog,Morning,No
Vandalism,28.772069,76.986408,2020-10-08,12:14,1,Car theft,32,Vasant Kunj Police Station,Rain,Afternoon,Yes
Fraud,28.695341,77.051274,2022-12-04,00:47,5,Public intoxication,30,Vasant Kunj Police Station,Clear,Night,No
Vandalism,28.435197,76.857179,2022-09-11,10:25,1,Car theft,37,Dwarka Sector 10 Police Station,Haze,Morning,No
Harassment,28.537798,76.94295,2020-05-05,11:30,3,Street robbery,53,Kashmere Gate Police Station,Haze,Morning,Yes
Burglary,28.617035,77.241904,2023-07-16,21:58,3,Car theft,38,Vasant Kunj Police Station,Haze,Night,Yes
Harassment,28.518628,76.80539,2024-09-02,06:49,5,Chain snatching,22,Vasant Kunj Police Station,Cloudy,Morning,Yes
Harassment,28.749759,77.226582,2023-05-26,02:35,4,Public intoxication,31,Rohini North Police Station,Haze,Night,Yes
Robbery,28.529037,77.19578,2022-01-28,03:23,2,Stolen bike,54,Connaught Place Police Station,Haze,Night,No
Theft,28.621963,77.072717,2024-03-02,23:25,4,Chain snatching,28,Connaught Place Police Station,Cloudy,Night,No
Vandalism,28.663672,77.150333,2024-12-06,07:33,3,Street robbery,39,Rohini North Police Station,Fog,Morning,Yes
Burglary,28.898672,76.823376,2021-09-21,04:20,2,Public intoxication,26,Lajpat Nagar Police Station,Clear,Night,Yes
Robbery,28.787127,77.001509,2023-02-14,10:23,4,Shoplifting,21,Kashmere Gate Police Station,Haze,Morning,No
Vandalism,28.839076,77.149597,2024-11-04,00:21,4,Cyber fraud,26,Connaught Place Police Station,Cloudy,Night,Yes
